WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220401143106300,PP22032200017,260,7000,250,4000,4700,0
20220401143106300,PP22032200017,255,6900,255,4100,4800,0
20220401143106600,PP22032200017,250,6800,260,4200,4900,0
20220401143106600,PP22032200017,255,6900,255,4300,5000,0
20220401143106800,PP22032200017,260,7000,250,4400,5100,0
20220401143106800,PP22032200017,255,7100,255,4500,5200,0
20220401143107100,PP22032200017,250,7200,260,4200,5100,0
20220401143107100,PP22032200017,250,7100,255,4100,5000,0
20220401143107300,PP22032200017,255,7000,260,4000,5100,0
20220401143107300,PP22032200017,260,7000,255,4000,5200,0
20220401143107500,PP22032200017,255,7100,250,4200,5100,0
20220401143107500,PP22032200017,250,7200,255,4100,5000,0
20220401143107800,PP22032200017,255,7100,260,4300,4900,0
20220401143107800,PP22032200017,260,7000,255,4400,4800,0
20220401143108000,PP22032200017,255,6900,250,4200,4700,0
20220401143108000,PP22032200017,250,6800,250,4000,4800,0
20220401143108300,PP22032200017,255,6900,255,3900,4900,0
20220401143108300,PP22032200017,260,7000,260,3800,5000,0
20220401143108500,PP22032200017,255,7100,255,3850,5100,0
20220401143108500,PP22032200017,250,7200,250,3900,5200,0
20220401143108700,PP22032200017,255,7100,255,4000,5000,0
20220401143108700,PP22032200017,260,7000,260,4100,4900,0
20220401143109000,PP22032200017,255,6900,255,4200,4800,0
20220401143109000,PP22032200017,260,6800,250,4300,4700,0
20220401143109200,PP22032200017,255,6900,255,4400,4800,0
20220401143109200,PP22032200017,250,7000,260,4500,4900,0
20220401143109500,PP22032200017,255,7100,255,4200,5000,0
20220401143109500,PP22032200017,260,7200,250,4100,5100,0
20220401143109600,PP22032200017,255,7100,255,4000,5200,0
20220401143109600,PP22032200017,250,7000,260,4000,5100,0
20220401143109800,PP22032200017,250,7000,255,4200,5000,0
20220401143109800,PP22032200017,255,7100,260,4100,5100,0
20220401143110100,PP22032200017,260,7200,255,4300,5200,0
20220401143110100,PP22032200017,255,7100,250,4400,5100,0
20220401143110300,PP22032200017,250,7000,255,4200,5000,0
20220401143110300,PP22032200017,255,6900,260,4000,4900,0
20220401143110500,PP22032200017,260,6800,255,3900,4800,0
20220401143110500,PP22032200017,255,6900,250,3800,4700,0
20220401143110800,PP22032200017,250,7000,250,3850,4800,0
20220401143110800,PP22032200017,255,7100,255,3900,4900,0
20220401143111000,PP22032200017,260,7200,260,4000,5000,0
20220401143111000,PP22032200017,255,7100,255,4100,5100,0
20220401143111300,PP22032200017,250,7000,250,4200,5200,0
20220401143111300,PP22032200017,255,6900,255,4300,5000,0
20220401143111500,PP22032200017,260,6800,260,4400,4900,0
20220401143111500,PP22032200017,255,6900,255,4500,4800,0
20220401143111700,PP22032200017,260,7000,250,4200,4700,0
20220401143111700,PP22032200017,255,7100,255,4100,4800,0
20220401143112000,PP22032200017,250,7200,260,4000,4900,0
20220401143112000,PP22032200017,255,7100,255,4000,5000,0
20220401143112200,PP22032200017,260,7000,250,4200,5100,0
20220401143112200,PP22032200017,255,7000,255,4100,5200,0
20220401143112500,PP22032200017,250,7100,260,4300,5100,0
20220401143112500,PP22032200017,250,7200,255,4400,5000,0
20220401143112700,PP22032200017,255,7100,260,4200,5100,0
20220401143112700,PP22032200017,260,7000,255,4000,5200,0
20220401143112900,PP22032200017,255,6900,250,3900,5100,0
20220401143112900,PP22032200017,250,6800,255,3800,5000,0
20220401143113200,PP22032200017,255,6900,260,3850,4900,0
20220401143113200,PP22032200017,260,7000,255,3900,4800,0
20220401143113400,PP22032200017,255,7100,250,4000,4700,0
20220401143113400,PP22032200017,250,7200,250,4100,4800,0
20220401143113700,PP22032200017,255,7100,255,4200,4900,0
20220401143113700,PP22032200017,260,7000,260,4300,5000,0
20220401143113900,PP22032200017,255,6900,255,4400,5100,0
20220401143113900,PP22032200017,250,6800,250,4500,5200,0
20220401143114100,PP22032200017,255,6900,255,4200,5000,0
20220401143114100,PP22032200017,260,7000,260,4100,4900,0
20220401143114400,PP22032200017,255,7100,255,4000,4800,0
20220401143114400,PP22032200017,260,7200,250,4000,4700,0
20220401143114500,PP22032200017,255,7100,255,4200,4800,0
20220401143114500,PP22032200017,250,7000,260,4100,4900,0
20220401143114700,PP22032200017,255,7300,255,4300,5000,0
20220401143114700,PP22032200017,260,7200,250,4400,5100,0
20220401143115000,PP22032200017,255,7000,255,4200,5200,0
20220401143115000,PP22032200017,250,7100,260,4000,5100,0
20220401143115200,PP22032200017,250,7200,255,3900,5000,0
20220401143115200,PP22032200017,255,7100,260,3800,5100,0
20220401143115500,PP22032200017,260,7000,255,3850,5200,0
20220401143115500,PP22032200017,255,6900,250,3900,5100,0
20220401143115700,PP22032200017,250,6800,255,4000,5000,0
20220401143115700,PP22032200017,255,6900,260,4100,4900,0
20220401143115900,PP22032200017,260,7000,255,4200,4800,0
20220401143115900,PP22032200017,255,7100,250,4300,4700,0
20220401143116200,PP22032200017,250,7200,250,4400,4800,0
20220401143116200,PP22032200017,255,7100,255,4500,4900,0
20220401143116400,PP22032200017,260,7000,260,4200,5000,0
20220401143116400,PP22032200017,255,6900,255,4100,5100,0
20220401143116700,PP22032200017,250,6800,250,4000,5200,0
20220401143116700,PP22032200017,255,6900,255,4000,5000,0
20220401143116900,PP22032200017,260,7000,260,4200,4900,0
20220401143116900,PP22032200017,255,7100,255,4100,4800,0
20220401143117100,PP22032200017,260,7200,250,4300,4700,0
20220401143117100,PP22032200017,255,7100,255,4400,4800,0
20220401143117400,PP22032200017,250,7000,260,4200,4900,0
20220401143117400,PP22032200017,255,7000,255,4000,5000,0
20220401143117600,PP22032200017,260,7100,250,3900,5100,0
20220401143117600,PP22032200017,255,7200,255,3800,5200,0
20220401143117900,PP22032200017,250,7100,260,3850,5100,0
20220401143117900,PP22032200017,250,7000,255,3900,5000,0
20220401143118000,PP22032200017,255,6900,260,4000,5100,0
20220401143118000,PP22032200017,260,6800,255,4100,5200,0
20220401143118200,PP22032200017,255,6900,250,4200,5100,0
20220401143118200,PP22032200017,250,7000,255,4300,5000,0
20220401143118500,PP22032200017,255,7100,260,4400,4900,0
20220401143118500,PP22032200017,260,7200,255,4500,4800,0
20220401143118700,PP22032200017,255,7100,250,4200,4700,0
20220401143118700,PP22032200017,250,7000,250,4100,4800,0
20220401143118900,PP22032200017,255,6900,255,4000,4900,0
20220401143118900,PP22032200017,260,6800,260,4000,5000,0
20220401143119200,PP22032200017,255,6900,255,4200,5100,0
20220401143119200,PP22032200017,250,7000,250,4100,5200,0
20220401143119400,PP22032200017,255,7100,255,4300,5000,0
20220401143119400,PP22032200017,260,7200,260,4400,4900,0
20220401143119700,PP22032200017,255,7100,255,4200,4800,0
20220401143119700,PP22032200017,260,7000,250,4000,4700,0
20220401143119900,PP22032200017,255,7000,255,3900,4800,0
20220401143119900,PP22032200017,250,7100,260,3800,4900,0
20220401143120100,PP22032200017,255,7200,255,3850,5000,0
20220401143120100,PP22032200017,260,7100,250,3900,5100,0
20220401143120400,PP22032200017,255,7000,255,4000,5200,0
20220401143120400,PP22032200017,250,6900,260,4100,5100,0
20220401143120600,PP22032200017,250,6800,255,4200,5000,0
20220401143120600,PP22032200017,255,6900,260,4300,5100,0
20220401143120900,PP22032200017,260,7000,255,4400,5200,0
20220401143120900,PP22032200017,255,7100,250,4500,5100,0
20220401143121100,PP22032200017,250,7200,255,4200,5000,0
20220401143121100,PP22032200017,255,7100,260,4100,4900,0
20220401143121300,PP22032200017,260,7000,255,4000,4800,0
20220401143121300,PP22032200017,255,6900,250,4000,4700,0
20220401143121600,PP22032200017,250,6800,250,4200,4800,0
20220401143121600,PP22032200017,255,6900,255,4100,4900,0
20220401143121800,PP22032200017,260,7000,260,4300,5000,0
20220401143121800,PP22032200017,255,7100,255,4400,5100,0
20220401143122100,PP22032200017,250,7200,250,4200,5200,0
20220401143122100,PP22032200017,255,7100,255,4000,5000,0
20220401143122300,PP22032200017,260,7000,260,3900,4900,0
20220401143122300,PP22032200017,255,7000,255,3800,4800,0
20220401143122500,PP22032200017,260,7100,250,3850,4700,0
20220401143122500,PP22032200017,255,7200,255,3900,4800,0
20220401143122800,PP22032200017,250,7100,260,4000,4900,0
20220401143122800,PP22032200017,255,7000,255,4100,5000,0
20220401143123000,PP22032200017,260,6900,250,4200,5100,0
20220401143123000,PP22032200017,255,6800,255,4300,5200,0
20220401143123100,PP22032200017,250,6900,260,4400,5100,0
20220401143123100,PP22032200017,250,7000,255,4500,5000,0
20220401143123400,PP22032200017,255,7100,260,4200,5100,0
20220401143123400,PP22032200017,260,7200,255,4100,5200,0
20220401143123600,PP22032200017,255,7100,250,4000,5100,0
20220401143123600,PP22032200017,250,7000,255,4000,5000,0
20220401143123900,PP22032200017,255,6900,260,4200,4900,0
20220401143123900,PP22032200017,260,6800,255,4100,4800,0
20220401143124100,PP22032200017,255,6900,250,4300,4700,0
20220401143124100,PP22032200017,250,7000,250,4400,4800,0
20220401143124300,PP22032200017,255,7100,255,4200,4900,0
20220401143124300,PP22032200017,260,7200,260,4000,5000,0
20220401143124600,PP22032200017,255,7100,255,3900,5100,0
20220401143124600,PP22032200017,250,7000,250,3800,5200,0
20220401143124800,PP22032200017,255,7000,255,3850,5000,0
20220401143124800,PP22032200017,260,7100,260,3900,4900,0
20220401143125100,PP22032200017,255,7200,255,4000,4800,0
20220401143125100,PP22032200017,260,7100,250,4100,4700,0
20220401143125300,PP22032200017,255,7000,255,4200,4800,0
20220401143125300,PP22032200017,250,6900,260,4300,4900,0
20220401143125500,PP22032200017,255,6800,255,4400,5000,0
20220401143125500,PP22032200017,260,6900,250,4500,5100,0
20220401143125800,PP22032200017,255,7000,255,4200,5200,0
20220401143125800,PP22032200017,250,7100,260,4100,5100,0
20220401143126000,PP22032200017,250,7200,255,4000,5000,0
20220401143126000,PP22032200017,255,7100,260,4000,5100,0
20220401143126300,PP22032200017,260,7000,255,4200,5200,0
20220401143126300,PP22032200017,255,6900,250,4100,5100,0
20220401143126500,PP22032200017,250,6800,255,4300,5000,0
20220401143126500,PP22032200017,255,6900,260,4400,4900,0
20220401143126700,PP22032200017,260,7000,255,4200,4800,0
20220401143126700,PP22032200017,255,7100,250,4000,4700,0
20220401143127000,PP22032200017,250,7200,250,3900,4800,0
20220401143127000,PP22032200017,255,7100,255,3800,4900,0
20220401143127200,PP22032200017,260,7000,260,3850,5000,0
20220401143127200,PP22032200017,255,7300,255,3900,5100,0
20220401143127500,PP22032200017,250,7200,250,4000,5200,0
20220401143127500,PP22032200017,255,7000,255,4100,5000,0
20220401143127700,PP22032200017,260,7100,260,4200,4900,0
20220401143127700,PP22032200017,255,7200,255,4300,4800,0
20220401143127800,PP22032200017,260,7100,250,4400,4700,0
20220401143127800,PP22032200017,255,7000,255,4500,4800,0
20220401143128100,PP22032200017,250,6900,260,4200,4900,0
20220401143128100,PP22032200017,255,6800,255,4100,5000,0
20220401143128300,PP22032200017,260,6900,250,4000,5100,0
20220401143128300,PP22032200017,255,7000,255,4000,5200,0
20220401143128500,PP22032200017,250,7100,260,4200,5100,0
20220401143128500,PP22032200017,250,7200,255,4100,5000,0
20220401143128800,PP22032200017,255,7100,260,4300,5100,0
20220401143128800,PP22032200017,260,7000,255,4400,5200,0
20220401143129000,PP22032200017,255,6900,250,4200,5100,0
20220401143129000,PP22032200017,250,6800,255,4000,5000,0
20220401143129300,PP22032200017,255,6900,260,3900,4900,0
20220401143129300,PP22032200017,260,7000,255,3800,4800,0
20220401143129500,PP22032200017,255,7100,250,3850,4700,0
20220401143129500,PP22032200017,250,7200,250,3900,4800,0
20220401143129700,PP22032200017,255,7100,255,4000,4900,0
20220401143129700,PP22032200017,260,7000,260,4100,5000,0
20220401143130000,PP22032200017,255,7000,255,4200,5100,0
20220401143130000,PP22032200017,250,7100,250,4300,5200,0
20220401143130200,PP22032200017,255,7200,255,4400,5000,0
20220401143130200,PP22032200017,260,7100,260,4500,4900,0
20220401143130500,PP22032200017,255,7000,255,4200,4800,0
20220401143130500,PP22032200017,260,6900,250,4100,4700,0
20220401143130700,PP22032200017,255,6800,255,4000,4800,0
20220401143130700,PP22032200017,250,6900,260,4000,4900,0
20220401143130900,PP22032200017,255,7000,255,4200,5000,0
20220401143130900,PP22032200017,260,7100,250,4100,5100,0
20220401143131200,PP22032200017,255,7200,255,4300,5200,0
20220401143131200,PP22032200017,250,7100,260,4400,5100,0
20220401143131400,PP22032200017,250,7000,255,4200,5000,0
20220401143131400,PP22032200017,255,6900,260,4000,5100,0
20220401143131700,PP22032200017,260,6800,255,3900,5200,0
20220401143131700,PP22032200017,255,6900,250,3800,5100,0
20220401143131900,PP22032200017,250,7000,255,3850,5000,0
20220401143131900,PP22032200017,255,7100,260,3900,4900,0
20220401143132100,PP22032200017,260,7200,255,4000,4800,0
20220401143132100,PP22032200017,255,7100,250,4100,4700,0
20220401143132400,PP22032200017,250,7000,250,4200,4800,0
20220401143132400,PP22032200017,255,7000,255,4300,4900,0
20220401143132500,PP22032200017,260,7100,260,4400,5000,0
20220401143132500,PP22032200017,255,7200,255,4500,5100,0
20220401143132700,PP22032200017,250,7100,250,4200,5200,0
20220401143132700,PP22032200017,255,7000,255,4100,5000,0
20220401143133000,PP22032200017,260,6900,260,4000,4900,0
20220401143133000,PP22032200017,255,6800,255,4000,4800,0
20220401143133200,PP22032200017,260,6900,250,4200,4700,0
20220401143133200,PP22032200017,255,7000,255,4100,4800,0
20220401143133500,PP22032200017,250,7100,260,4300,4900,0
20220401143133500,PP22032200017,255,7200,255,4400,5000,0
20220401143133700,PP22032200017,260,7100,250,4200,5100,0
20220401143133700,PP22032200017,255,7000,255,4000,5200,0
20220401143133900,PP22032200017,250,6900,260,3900,5100,0
20220401143133900,PP22032200017,250,6800,255,3800,5000,0
20220401143134200,PP22032200017,255,6900,260,3850,5100,0
20220401143134200,PP22032200017,260,7000,255,3900,5200,0
20220401143134400,PP22032200017,255,7100,250,4000,5100,0
20220401143134400,PP22032200017,250,7200,255,4100,5000,0
20220401143134700,PP22032200017,255,7100,260,4200,4900,0
20220401143134700,PP22032200017,260,7000,255,4300,4800,0
20220401143134900,PP22032200017,255,7000,250,4400,4700,0
20220401143134900,PP22032200017,250,7100,250,4500,4800,0
20220401143135100,PP22032200017,255,7200,255,4200,4900,0
20220401143135100,PP22032200017,260,7100,260,4100,5000,0
20220401143135400,PP22032200017,255,7000,255,4000,5100,0
20220401143135400,PP22032200017,250,6900,250,4000,5200,0
20220401143135600,PP22032200017,255,6800,255,4200,5000,0
20220401143135600,PP22032200017,260,6900,260,4100,4900,0
20220401143135900,PP22032200017,255,7000,255,4300,4800,0
20220401143135900,PP22032200017,260,7100,250,4400,4700,0
20220401143136100,PP22032200017,255,7200,255,4200,4800,0
20220401143136100,PP22032200017,250,7100,260,4000,4900,0
20220401143136300,PP22032200017,255,7000,255,3900,5000,0
20220401143136300,PP22032200017,260,6900,250,3800,5100,0
20220401143136600,PP22032200017,255,6800,255,3850,5200,0
20220401143136600,PP22032200017,250,6900,260,3900,5100,0
20220401143136800,PP22032200017,250,7000,255,4000,5000,0
20220401143136800,PP22032200017,255,7100,260,4100,5100,0
20220401143137100,PP22032200017,260,7200,255,4200,5200,0
20220401143137100,PP22032200017,255,7100,250,4300,5100,0
20220401143137200,PP22032200017,250,7000,255,4400,5000,0
20220401143137200,PP22032200017,255,7000,260,4500,4900,0
20220401143137400,PP22032200017,260,7100,255,4200,4800,0
20220401143137400,PP22032200017,255,7200,250,4100,4700,0
20220401143137700,PP22032200017,250,7100,250,4000,4800,0
20220401143137700,PP22032200017,255,7000,255,4000,4900,0
20220401143137900,PP22032200017,260,6900,260,4200,5000,0
20220401143137900,PP22032200017,255,6800,255,4100,5100,0
20220401143138100,PP22032200017,250,6900,250,4300,5200,0
20220401143138100,PP22032200017,255,7000,255,4400,5000,0
20220401143138400,PP22032200017,260,7100,260,4200,4900,0
20220401143138400,PP22032200017,255,7200,255,4000,4800,0
20220401143138600,PP22032200017,260,7100,250,3900,4700,0
20220401143138600,PP22032200017,255,7000,255,3800,4800,0
20220401143138900,PP22032200017,250,6900,260,3850,4900,0
20220401143138900,PP22032200017,255,6800,255,3900,5000,0
20220401143139100,PP22032200017,260,6900,250,4000,5100,0
20220401143139100,PP22032200017,255,7000,255,4100,5200,0
20220401143139300,PP22032200017,250,7100,260,4200,5100,0
20220401143139300,PP22032200017,250,7200,255,4300,5000,0
20220401143139600,PP22032200017,255,7100,260,4400,5100,0
20220401143139600,PP22032200017,260,7000,255,4500,5200,0
20220401143139800,PP22032200017,255,7300,250,4200,5100,0
20220401143139800,PP22032200017,250,7200,255,4100,5000,0
20220401143140100,PP22032200017,255,7000,260,4000,4900,0
20220401143140100,PP22032200017,260,7100,255,4000,4800,0
20220401143140300,PP22032200017,255,7200,250,4200,4700,0
20220401143140300,PP22032200017,250,7100,250,4100,4800,0
20220401143140500,PP22032200017,255,7000,255,4300,4900,0
20220401143140500,PP22032200017,260,6900,260,4400,5000,0
20220401143140800,PP22032200017,255,6800,255,4200,5100,0
20220401143140800,PP22032200017,250,6900,250,4000,5200,0
20220401143140900,PP22032200017,255,7000,255,3900,5000,0
20220401143140900,PP22032200017,260,7100,260,3800,4900,0
20220401143141100,PP22032200017,255,7200,255,3850,4800,0
20220401143141100,PP22032200017,260,7100,250,3900,4700,0
20220401143141400,PP22032200017,255,7000,255,4000,4800,0
20220401143141400,PP22032200017,250,6900,260,4100,4900,0
20220401143141600,PP22032200017,255,6800,255,4200,5000,0
20220401143141600,PP22032200017,260,6900,250,4300,5100,0
20220401143141900,PP22032200017,255,7000,255,4400,5200,0
20220401143141900,PP22032200017,250,7100,260,4500,5100,0
20220401143142100,PP22032200017,250,7200,255,4200,5000,0
20220401143142100,PP22032200017,255,7100,260,4100,5100,0
20220401143142300,PP22032200017,260,7000,255,4000,5200,0
20220401143142300,PP22032200017,255,7000,250,4000,5100,0
20220401143142600,PP22032200017,250,7100,255,4200,5000,0
20220401143142600,PP22032200017,255,7200,260,4100,4900,0
20220401143142800,PP22032200017,260,7100,255,4300,4800,0
20220401143142800,PP22032200017,255,7000,250,4400,4700,0
20220401143143100,PP22032200017,250,6900,250,4200,4800,0
20220401143143100,PP22032200017,255,6800,255,4000,4900,0
20220401143143300,PP22032200017,260,6900,260,3900,5000,0
20220401143143300,PP22032200017,255,7000,255,3800,5100,0
20220401143143500,PP22032200017,250,7100,250,3850,5200,0
20220401143143500,PP22032200017,255,7200,255,3900,5000,0
20220401143143800,PP22032200017,260,7100,260,4000,4900,0
20220401143143800,PP22032200017,255,7000,255,4100,4800,0
20220401143144000,PP22032200017,260,6900,250,4200,4700,0
20220401143144000,PP22032200017,255,6800,255,4300,4800,0
20220401143144300,PP22032200017,250,6900,260,4400,4900,0
20220401143144300,PP22032200017,255,7000,255,4500,5000,0
20220401143144500,PP22032200017,260,7100,250,4200,5100,0
20220401143144500,PP22032200017,255,7200,255,4100,5200,0
20220401143144700,PP22032200017,250,7100,260,4000,5100,0
20220401143144700,PP22032200017,250,7000,255,4000,5000,0
20220401143145000,PP22032200017,255,7000,260,4200,5100,0
20220401143145000,PP22032200017,260,7100,255,4100,5200,0
20220401143145200,PP22032200017,255,7200,250,4300,5100,0
20220401143145200,PP22032200017,250,7100,255,4400,5000,0
20220401143145500,PP22032200017,255,7000,260,4200,4900,0
20220401143145500,PP22032200017,260,6900,255,4000,4800,0
20220401143145600,PP22032200017,255,6800,250,3900,4700,0
20220401143145600,PP22032200017,250,6900,250,3800,4800,0
20220401143145900,PP22032200017,255,7000,255,3850,4900,0
20220401143145900,PP22032200017,260,7100,260,3900,5000,0
20220401143146100,PP22032200017,255,7200,255,4000,5100,0
20220401143146100,PP22032200017,250,7100,250,4100,5200,0
20220401143146300,PP22032200017,255,7000,255,4200,5000,0
20220401143146300,PP22032200017,260,6900,260,4300,4900,0
20220401143146500,PP22032200017,255,6800,255,4400,4800,0
20220401143146500,PP22032200017,260,6900,250,4500,4700,0
20220401143146800,PP22032200017,255,7000,255,4200,4800,0
20220401143146800,PP22032200017,250,7100,260,4100,4900,0
20220401143147000,PP22032200017,255,7200,255,4000,5000,0
20220401143147000,PP22032200017,260,7100,250,4000,5100,0
20220401143147300,PP22032200017,255,7000,255,4200,5200,0
20220401143147300,PP22032200017,250,7000,260,4100,5100,0
20220401143147500,PP22032200017,250,7100,255,4300,5000,0
20220401143147500,PP22032200017,255,7200,260,4400,5100,0
20220401143147700,PP22032200017,260,7100,255,4200,5200,0
20220401143147700,PP22032200017,255,7000,250,4000,5100,0
20220401143148000,PP22032200017,250,6900,255,3900,5000,0
20220401143148000,PP22032200017,255,6800,260,3800,4900,0
20220401143148200,PP22032200017,260,6900,255,3850,4800,0
20220401143148200,PP22032200017,255,7000,250,3900,4700,0
20220401143148500,PP22032200017,250,7100,250,4000,4800,0
20220401143148500,PP22032200017,255,7200,255,4100,4900,0
20220401143148700,PP22032200017,260,7100,260,4200,5000,0
20220401143148700,PP22032200017,255,7000,255,4300,5100,0
20220401143148900,PP22032200017,250,6900,250,4400,5200,0
20220401143148900,PP22032200017,255,6800,255,4500,5000,0
20220401143149200,PP22032200017,260,6900,260,4200,4900,0
20220401143149200,PP22032200017,255,7000,255,4100,4800,0
20220401143149400,PP22032200017,260,7100,250,4000,4700,0
20220401143149400,PP22032200017,255,7200,255,4000,4800,0
20220401143149700,PP22032200017,250,7100,260,4200,4900,0
20220401143149700,PP22032200017,255,7000,255,4100,5000,0
20220401143149800,PP22032200017,260,7000,250,4300,5100,0
20220401143149800,PP22032200017,255,7100,255,4400,5200,0
20220401143150000,PP22032200017,250,7200,260,4200,5100,0
20220401143150000,PP22032200017,250,7100,255,4000,5000,0
20220401143150300,PP22032200017,255,7000,260,3900,5100,0
20220401143150300,PP22032200017,260,6900,255,3800,5200,0
20220401143150500,PP22032200017,255,6800,250,3850,5100,0
20220401143150500,PP22032200017,250,6900,255,3900,5000,0
20220401143150700,PP22032200017,255,7000,260,4000,4900,0
20220401143150700,PP22032200017,260,7100,255,4100,4800,0
20220401143151000,PP22032200017,255,7200,250,4200,4700,0
20220401143151000,PP22032200017,250,7100,250,4300,4800,0
20220401143151200,PP22032200017,255,7000,255,4400,4900,0
20220401143151200,PP22032200017,260,6900,260,4500,5000,0
20220401143151500,PP22032200017,255,6800,255,4200,5100,0
20220401143151500,PP22032200017,250,6900,250,4100,5200,0
20220401143151700,PP22032200017,255,7000,255,4000,5000,0
20220401143151700,PP22032200017,260,7100,260,4000,4900,0
20220401143151900,PP22032200017,255,7200,255,4200,4800,0
20220401143151900,PP22032200017,260,7100,250,4100,4700,0
20220401143152200,PP22032200017,255,7000,255,4300,4800,0
20220401143152200,PP22032200017,250,7300,260,4400,4900,0
20220401143152400,PP22032200017,255,7200,255,4200,5000,0
20220401143152400,PP22032200017,260,7000,250,4000,5100,0
20220401143152700,PP22032200017,255,7100,255,3900,5200,0
20220401143152700,PP22032200017,250,7200,260,3800,5100,0
20220401143152900,PP22032200017,250,7100,255,3850,5000,0
20220401143152900,PP22032200017,255,7000,260,3900,5100,0
20220401143153100,PP22032200017,260,6900,255,4000,5200,0
20220401143153100,PP22032200017,255,6800,250,4100,5100,0
20220401143153400,PP22032200017,250,6900,255,4200,5000,0
20220401143153400,PP22032200017,255,7000,260,4300,4900,0
20220401143153600,PP22032200017,260,7100,255,4400,4800,0
20220401143153600,PP22032200017,255,7200,250,4500,4700,0
20220401143153700,PP22032200017,250,7100,250,4200,4800,0
20220401143153700,PP22032200017,255,7000,255,4100,4900,0
20220401143154000,PP22032200017,260,6900,260,4000,5000,0
20220401143154000,PP22032200017,255,6800,255,4000,5100,0
20220401143154200,PP22032200017,250,6900,250,4200,5200,0
20220401143154200,PP22032200017,255,7000,255,4100,5000,0
20220401143154500,PP22032200017,260,7100,260,4300,4900,0
20220401143154500,PP22032200017,255,7200,255,4400,4800,0
20220401143154700,PP22032200017,260,7100,250,4200,4700,0
20220401143154700,PP22032200017,255,7000,255,4000,4800,0
20220401143154900,PP22032200017,250,7000,260,3900,4900,0
20220401143154900,PP22032200017,255,7100,255,3800,5000,0
20220401143155200,PP22032200017,260,7200,250,3850,5100,0
20220401143155200,PP22032200017,255,7100,255,3900,5200,0
20220401143155400,PP22032200017,250,7000,260,4000,5100,0
20220401143155400,PP22032200017,250,6900,255,4100,5000,0
20220401143155700,PP22032200017,255,6800,260,4200,5100,0
20220401143155700,PP22032200017,260,6900,255,4300,5200,0
20220401143155900,PP22032200017,255,7000,250,4400,5100,0
20220401143155900,PP22032200017,250,7100,255,4500,5000,0
20220401143156100,PP22032200017,255,7200,260,4200,4900,0
20220401143156100,PP22032200017,260,7100,255,4100,4800,0
20220401143156400,PP22032200017,255,7000,250,4000,4700,0
20220401143156400,PP22032200017,250,6900,250,4000,4800,0
20220401143156600,PP22032200017,255,6800,255,4200,4900,0
20220401143156600,PP22032200017,260,6900,260,4100,5000,0
20220401143156900,PP22032200017,255,7000,255,4300,5100,0
20220401143156900,PP22032200017,250,7100,250,4400,5200,0
20220401143157100,PP22032200017,255,7200,255,4200,5000,0
20220401143157100,PP22032200017,260,7100,260,4000,4900,0
20220401143157300,PP22032200017,255,7000,255,3900,4800,0
20220401143157300,PP22032200017,260,7000,250,3800,4700,0
20220401143157600,PP22032200017,255,7100,255,3850,4800,0
20220401143157600,PP22032200017,250,7200,260,3900,4900,0
20220401143157800,PP22032200017,255,7100,255,4000,5000,0
20220401143157800,PP22032200017,260,7000,250,4100,5100,0
20220401143158100,PP22032200017,255,6900,255,4200,5200,0
20220401143158100,PP22032200017,250,6800,260,4300,5100,0
20220401143158300,PP22032200017,250,6900,255,4400,5000,0
20220401143158300,PP22032200017,255,7000,260,4500,5100,0
20220401143158400,PP22032200017,260,7100,255,4200,5200,0
20220401143158400,PP22032200017,255,7200,250,4100,5100,0
20220401143158700,PP22032200017,250,7100,255,4000,5000,0
20220401143158700,PP22032200017,255,7000,260,4000,4900,0
20220401143158900,PP22032200017,260,6900,255,4200,4800,0
20220401143158900,PP22032200017,255,6800,250,4100,4700,0
20220401143159100,PP22032200017,250,6900,250,4300,4800,0
20220401143159100,PP22032200017,255,7000,255,4400,4900,0
20220401143159400,PP22032200017,260,7100,260,4200,5000,0
20220401143159400,PP22032200017,255,7200,255,4000,5100,0
20220401143159600,PP22032200017,250,7100,250,3900,5200,0
20220401143159600,PP22032200017,255,7000,255,3800,5000,0
20220401143159900,PP22032200017,260,7000,260,3850,4900,0
20220401143159900,PP22032200017,255,7100,255,3900,4800,0
20220401143200100,PP22032200017,260,7200,250,4000,4700,0
20220401143200100,PP22032200017,255,7100,255,4100,4800,0
20220401143200300,PP22032200017,250,7000,260,4200,4900,0
20220401143200300,PP22032200017,255,6900,255,4300,5000,0
20220401143200600,PP22032200017,260,6800,250,4400,5100,0
20220401143200600,PP22032200017,255,6900,255,4500,5200,0
20220401143200800,PP22032200017,250,7000,260,4200,5100,0
20220401143200800,PP22032200017,250,7100,255,4100,5000,0
20220401143201100,PP22032200017,255,7200,260,4000,5100,0
20220401143201100,PP22032200017,260,7100,255,4000,5200,0
20220401143201300,PP22032200017,255,7000,250,4200,5100,0
20220401143201300,PP22032200017,250,6900,255,4100,5000,0
20220401143201500,PP22032200017,255,6800,260,4300,4900,0
20220401143201500,PP22032200017,260,6900,255,4400,4800,0
20220401143201800,PP22032200017,255,7000,250,4200,4700,0
20220401143201800,PP22032200017,250,7100,250,4000,4800,0
20220401143202000,PP22032200017,255,7200,255,3900,4900,0
20220401143202000,PP22032200017,260,7100,260,3800,5000,0
20220401143202300,PP22032200017,255,7000,255,3850,5100,0
20220401143202300,PP22032200017,250,7000,250,3900,5200,0
20220401143202500,PP22032200017,255,7100,255,4000,5000,0
